,year,month,value
344,2003,9,1.364
345,2003,10,1.129
346,2003,11,1.244
347,2003,12,2.012
348,2004,1,1.246
349,2004,2,1.452
350,2004,3,0.932
351,2004,4,1.075
352,2004,5,1.177
353,2004,6,1.252
354,2004,7,1.047
355,2004,8,1.332
356,2004,9,1.163
357,2004,10,1.691
358,2004,11,1.44
359,2004,12,1.776
360,2005,1,1.762
361,2005,2,1.825
362,2005,3,1.071
363,2005,4,0.969
364,2005,5,1.151
365,2005,6,0.83
366,2005,7,0.615
367,2005,8,1.044
368,2005,9,0.98
369,2005,10,1.298
370,2005,11,1.415
371,2005,12,2.463
372,2006,1,1.323
373,2006,2,1.776
374,2006,3,1.144
375,2006,4,1.168
376,2006,5,0.999
377,2006,6,0.748
378,2006,7,0.701
379,2006,8,1.174
380,2006,9,0.758
381,2006,10,1.455
382,2006,11,1.25
383,2006,12,1.361
384,2007,1,1.428
385,2007,2,1.614
386,2007,3,1.274
387,2007,4,1.114
388,2007,5,1.149
389,2007,6,1.001
390,2007,7,1.051
391,2007,8,0.89
392,2007,9,1.518
393,2007,10,1.183
394,2007,11,1.327
395,2007,12,1.274
396,2008,1,1.234
397,2008,2,1.076
398,2008,3,1.359
399,2008,4,1.03
400,2008,5,0.909
401,2008,6,0.842
402,2008,7,0.734
403,2008,8,0.908
404,2008,9,1.091
405,2008,10,1.289
406,2008,11,1.367
407,2008,12,1.624
408,2009,1,1.459
409,2009,2,1.022
410,2009,3,1.115
411,2009,4,0.755
412,2009,5,0.908
413,2009,6,1.242
414,2009,7,0.7
415,2009,8,0.807
416,2009,9,0.988
417,2009,10,1.262
418,2009,11,1.231
419,2009,12,1.846
420,2010,1,1.381
421,2010,2,2.371
422,2010,3,1.009
423,2010,4,0.9
424,2010,5,1.079
425,2010,6,0.847
426,2010,7,0.889
427,2010,8,1.153
428,2010,9,1.035
429,2010,10,0.69
430,2010,11,2.248
431,2010,12,1.575
432,2011,1,1.423
433,2011,2,1.304
434,2011,3,0.893
435,2011,4,0.959
436,2011,5,1.128
437,2011,6,0.601
438,2011,7,1.124
439,2011,8,0.665
440,2011,9,0.973
441,2011,10,0.999
442,2011,11,1.319
443,2011,12,1.249
444,2012,1,1.56
445,2012,2,1.233
446,2012,3,0.99
447,2012,4,1.034
448,2012,5,1.232
449,2012,6,0.943
450,2012,7,0.608
451,2012,8,0.618
452,2012,9,1.046
453,2012,10,1.275
454,2012,11,1.966
455,2012,12,1.255
456,2013,1,1.098
457,2013,2,1.137
458,2013,3,1.293
459,2013,4,0.927
460,2013,5,0.86
461,2013,6,0.823
462,2013,7,0.76
463,2013,8,0.629
464,2013,9,0.691
465,2013,10,1.158
466,2013,11,1.008
467,2013,12,1.722
468,2014,1,1.2
469,2014,2,0.923
470,2014,3,1.269
471,2014,4,1.226
472,2014,5,0.806
473,2014,6,0.798
474,2014,7,0.665
475,2014,8,0.769
476,2014,9,0.856
477,2014,10,1.663
478,2014,11,1.299
479,2014,12,0.925
480,2015,1,1.251
481,2015,2,1.087
482,2015,3,1.178
483,2015,4,0.891
484,2015,5,0.697
485,2015,6,1.151
486,2015,7,0.838
487,2015,8,0.6
488,2015,9,1.374
489,2015,10,0.828
490,2015,11,0.834
491,2015,12,1.383
492,2016,1,1.6
493,2016,2,1.265
494,2016,3,1.219
495,2016,4,0.863
496,2016,5,1.114
497,2016,6,0.761
498,2016,7,0.641
499,2016,8,0.82
500,2016,9,0.947
501,2016,10,1.47
502,2016,11,1.804
503,2016,12,1.052
504,2017,1,1.049
505,2017,2,1.529
506,2017,3,1.122
507,2017,4,1.247
508,2017,5,0.991
509,2017,6,1.0
510,2017,7,0.67
511,2017,8,0.726
512,2017,9,0.854
513,2017,10,1.292
514,2017,11,1.688
515,2017,12,1.002
516,2018,1,1.449
517,2018,2,1.58
518,2018,3,1.046
519,2018,4,0.874
520,2018,5,0.704
521,2018,6,0.992
522,2018,7,0.857
523,2018,8,1.024
524,2018,9,1.225
525,2018,10,1.39
526,2018,11,0.926
527,2018,12,0.985
528,2019,1,1.608
529,2019,2,1.064
530,2019,3,1.046
531,2019,4,1.113
532,2019,5,0.912
533,2019,6,0.931
534,2019,7,0.747
535,2019,8,0.703
536,2019,9,0.92
537,2019,10,1.126
538,2019,11,1.544
539,2019,12,1.029
540,2020,1,1.083
541,2020,2,1.608
542,2020,3,1.176
543,2020,4,1.153
544,2020,5,0.703
545,2020,6,0.693
546,2020,7,0.679
547,2020,8,0.658
548,2020,9,1.486
549,2020,10,1.322
550,2020,11,1.33
551,2020,12,1.217
