,year,month,value
532,2019,5,10.406
533,2019,6,15.315
534,2019,7,17.992
535,2019,8,16.79
536,2019,9,11.5
537,2019,10,5.445
538,2019,11,1.152
539,2019,12,0.323
540,2020,1,2.687
541,2020,2,1.883
542,2020,3,2.913
543,2020,4,7.338
544,2020,5,10.0
545,2020,6,18.853
546,2020,7,14.994
547,2020,8,17.253
548,2020,9,12.817
549,2020,10,8.148
550,2020,11,5.252
551,2020,12,2.317
